top_k,question_id,question,answer,faithfulness,answer_relevance,context_precision,context_recall,evaluation_time,timestamp
3,test_2620,Как подключить корпоративную почту на телефон?,"Откройте приложение почты, добавьте новую учётную запись, выберите Exchange или Office 365, введите email и пароль. Разрешите настройку устройства, если требуется, и настройте уведомления. Почта начнёт синхронизироваться.

Или:

Перейдите в «Настройки» → «Почта» → «Добавить учётную запись» → «Exchange», введите email и пароль. Сервер настроится автоматически, если нет — обратитесь в IT.",0.393,0.241,0.101,0.191,0.000711,2026-05-12T18:19:42.412758
3,test_2621,Потерял корпоративный телефон.,"Немедленно сообщите в Service Desk и службу безопасности, чтобы они могли заблокировать ваш корпоративный телефон удалённо. Также рекомендуется сменить пароли и проверить последние действия с устройства.",0.28,0.1,0.039,0.135,0.000646,2026-05-12T18:19:43.442985
3,test_2210,Как защитить телефон от взлома?,"Чтобы защитить телефон от взлома, выполните следующие действия: установите PIN-код или биометрическую защиту, не устанавливайте приложения из неизвестных источников, регулярно обновляйте операционную систему и используйте антивирус.",0.569,0.462,0.135,0.222,0.000683,2026-05-12T18:19:44.383736
3,test_2622,Телефон не синхронизирует контакты.,Проверьте настройки синхронизации в учётной записи Exchange. Включите синхронизацию контактов и переподключите учётную запись.,0.345,0.182,0.035,0.132,0.00068,2026-05-12T18:19:45.138838
3,test_2623,Не видны другие компьютеры в сети.,"Проверьте, что все ПК находятся в одной рабочей группе. Включите обнаружение сети и общий доступ к файлам в Центре управления сетями.",0.449,0.311,0.03,0.127,0.00065,2026-05-12T18:19:46.244407
3,test_2220,Как сообщить о проблеме с безопасностью?,Используйте форму «Сообщить об инциденте безопасности» на портале Service Desk или позвоните на горячую линию IT-безопасности.,0.893,0.867,0.129,0.216,0.000681,2026-05-12T18:19:47.094955
3,test_2624,Медленный интернет.,"Проверьте скорость интернета через speedtest.net. Закройте программы, использующие трафик (торренты, обновления), и проверьте, не перегружена ли сеть в офисе.",0.451,0.314,0.012,0.111,0.00028,2026-05-12T18:19:47.994735
3,test_2625,Как настроить общий доступ к папке в сети?,"Правой кнопкой мыши нажмите на папку, выберите «Свойства», затем «Доступ» и «Расширенная настройка», после чего нажмите «Открыть общий доступ». Настройте разрешения для пользователей.",0.331,0.164,0.122,0.21,0.000689,2026-05-12T18:19:48.870287
3,test_2241,"Не открывается сайт, ошибка 404.","Проверьте правильность URL. Очистите кэш браузера. Попробуйте открыть сайт в другом браузере. Если сайт недоступен у всех — возможно, он удалён или перемещён.",0.745,0.682,0.062,0.156,0.000119,2026-05-12T18:19:49.657308
3,test_2626,Какие часы работы IT-поддержки?,IT-поддержка работает с 9:00 до 18:00 в рабочие дни. В экстренных случаях доступна горячая линия 24/7. Номер указан на портале Service Desk.,0.458,0.323,0.025,0.123,0.000315,2026-05-12T18:19:50.581773
3,test_2627,Можно ли хранить рабочие файлы в личном облаке?,"Хранение рабочих файлов в личном облаке запрещено. Используйте для этого корпоративные ресурсы, такие как OneDrive или SharePoint.",0.296,0.12,0.076,0.168,0.000243,2026-05-12T18:19:51.272215
3,test_2300,Как решить проблему с замена картриджа?,По вопросу замены картриджа обратитесь в Service Desk или изучите инструкцию в разделе «Принтеры» корпоративной базы знаний. Для срочных вопросов звоните на горячую линию IT-поддержки.,0.9,0.875,0.084,0.176,0.000357,2026-05-12T18:19:52.200242
3,test_2302,Как решить проблему с настройка сканирования?,По вопросу настройки сканирования обратитесь в Service Desk или изучите инструкцию в разделе «Принтеры» корпоративной базы знаний. Для срочных вопросов звоните на горячую линию IT-поддержки.,0.9,0.875,0.084,0.176,0.000289,2026-05-12T18:19:52.945413
3,test_2628,Какие устройства разрешены для работы?,"Только устройства, одобренные IT-отделом и соответствующие требованиям безопасности, разрешены для работы. Список таких устройств доступен на корпоративном портале.",0.4,0.25,0.063,0.157,0.000258,2026-05-12T18:19:53.824751
3,test_2629,Печать идет медленно.,"Чтобы ускорить печать, попробуйте уменьшить качество печати в свойствах принтера, выбрав режим «черновик» вместо «высокого качества». Также проверьте, не печатает ли кто-то другой большие документы, и обновите драйвер принтера.",0.421,0.276,0.016,0.115,0.000279,2026-05-12T18:19:54.869021
3,test_2304,Как решить проблему с сетевая печать?,"По вопросу «Сетевая печать» обратитесь в Service Desk или изучите инструкцию в разделе «Принтеры» корпоративной базы знаний. Для срочных вопросов звоните на горячую линию IT-поддержки. 

Также выполните базовую диагностику: перезапустите приложение/устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы.",0.6,0.5,0.136,0.222,9.7e-05,2026-05-12T18:19:56.093516
3,test_2630,Ошибка 'Driver unavailable' при печати.,"Скачайте актуальный драйвер с сайта производителя принтера. Удалите старый драйвер через Диспетчер устройств, затем установите новый.",0.414,0.268,0.038,0.134,0.000265,2026-05-12T18:19:56.766701
3,test_2631,Почему нужно менять пароль раз в 90 дней?,Это требование политики информационной безопасности для снижения риска взлома и несанкционированного доступа к системам.,0.415,0.269,0.106,0.196,0.000209,2026-05-12T18:19:57.584892
3,test_2632,"Получил подозрительное письмо, что делать?","Не открывайте вложения и ссылки из подозрительного письма, не отвечайте на него. Перешлите письмо в IT-отдел с пометкой «Фишинг» и удалите его после проверки.",0.393,0.241,0.04,0.136,0.000311,2026-05-12T18:19:58.449968
3,test_2305,"Не работает сетевая печать, что делать?","При проблемах с сетевой печатью выполните базовую диагностику: перезапустите приложение или устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы или изучите инструкцию в разделе «Принтеры» корпоративной базы знаний.",0.685,0.606,0.129,0.216,0.000312,2026-05-12T18:19:59.491902
3,test_2596,Сколько места нужно для Windows?,Минимальные требования для Windows 10/11 — 64 ГБ. Для комфортного использования рекомендуется минимум 128 ГБ на SSD. Оптимально — 256 ГБ и больше для операционной системы и программ. Важно оставлять 15–20% свободного места для производительности.,0.294,0.118,0.074,0.166,0.00011,2026-05-12T18:20:00.650153
3,test_2633,Как проверить компьютер на вирусы?,Запустите полную проверку через корпоративный антивирус. Если антивируса нет — обратитесь в IT для установки и проверки. Не используйте сторонние антивирусы.,0.631,0.538,0.092,0.183,0.000246,2026-05-12T18:20:01.419348
3,test_2634,Ошибка 'Missing DLL' при запуске.,Переустановите программу. Установите необходимые библиотеки Visual C++ Redistributable. Обновите DirectX. Проверьте антивирусом систему.,0.431,0.289,0.055,0.149,0.000251,2026-05-12T18:20:02.132590
3,test_2307,"Не работает двусторонняя печать, что делать?","При проблемах с двусторонней печатью выполните базовую диагностику: перезапустите приложение или устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы.",0.846,0.808,0.129,0.216,0.000339,2026-05-12T18:20:03.251025
3,test_2635,Программа работает очень медленно.,Закройте лишние программы. Проверьте загрузку CPU и RAM в Диспетчере задач. Перезапустите программу. Если проблема сохраняется — обратитесь в IT.,0.476,0.345,0.051,0.146,0.000253,2026-05-12T18:20:04.133483
3,test_2636,Программа не сохраняет файлы.,"Проверьте права доступа к папке сохранения, запустите программу от имени администратора и убедитесь, что на диске достаточно свободного места.",0.422,0.278,0.051,0.146,0.000229,2026-05-12T18:20:04.850600
3,test_2637,Компьютер медленно загружается.,"Компьютер может долго загружаться по нескольким причинам: из-за большого количества программ в автозагрузке, медленного HDD, нехватки оперативной памяти, вирусов, фрагментации диска или устаревших драйверов. 

Попробуйте отключить лишнюю автозагрузку, проверьте компьютер на вирусы и обновите систему.",0.263,0.078,0.028,0.125,0.000303,2026-05-12T18:20:05.906293
3,test_2638,Не работает звук на компьютере.,"Проверьте, не отключён ли звук. Проверьте подключение колонок или наушников. Обновите аудиодрайвер. Также убедитесь, что выбрано правильное устройство воспроизведения по умолчанию.",0.396,0.245,0.071,0.164,0.000333,2026-05-12T18:20:06.813660
3,test_2309,"Не работает цветная печать, что делать?","При проблемах с цветной печатью выполните базовую диагностику: перезапустите приложение или устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы или изучите инструкцию в разделе «Принтеры» корпоративной базы знаний.",0.685,0.606,0.087,0.179,0.000276,2026-05-12T18:20:07.736261
3,test_2639,Потерялись файлы с рабочего стола.,"Проверьте корзину и облачное хранилище OneDrive. Если файлы не найдены, обратитесь в IT-отдел для восстановления из резервной копии.",0.37,0.213,0.051,0.146,0.000417,2026-05-12T18:20:08.470065
3,test_2310,Как решить проблему с настройка vpn?,По вопросу настройки VPN обратитесь в Service Desk или изучите инструкцию в разделе «Сеть» корпоративной базы знаний. Для срочных вопросов звоните на горячую линию IT-поддержки.,0.9,0.875,0.084,0.176,0.000625,2026-05-12T18:20:09.359231
3,test_2313,"Не работает подключение к wi-fi, что делать?","При проблемах с подключением к Wi-Fi выполните базовую диагностику: перезапустите приложение и устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы.",0.852,0.815,0.124,0.212,0.000248,2026-05-12T18:20:10.260133
3,test_2315,"Не работает общий доступ к файлам, что делать?","При проблемах с общим доступом к файлам выполните базовую диагностику: перезапустите приложение или устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы или обратитесь на горячую линию IT-поддержки.",0.709,0.636,0.156,0.241,0.000121,2026-05-12T18:20:11.505186
3,test_2319,"Не работает dns настройки, что делать?","При проблемах с DNS-настройками выполните базовую диагностику: перезапустите приложение или устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы.",0.872,0.84,0.118,0.206,0.0001,2026-05-12T18:20:12.323807
3,test_2320,Как решить проблему с статический ip?,По вопросу «Статический IP» обратитесь в Service Desk или изучите инструкцию в разделе «Сеть» корпоративной базы знаний. Для срочных вопросов звоните на горячую линию IT-поддержки.,0.9,0.875,0.126,0.213,0.000584,2026-05-12T18:20:13.323012
3,test_2323,"Не работает настройка outlook, что делать?","При проблемах с настройкой Outlook выполните базовую диагностику: перезапустите приложение или устройство, проверьте подключение к интернету. Если проблема не устранилась, создайте заявку в Service Desk с подробным описанием проблемы.",0.714,0.643,0.096,0.187,0.00028,2026-05-12T18:20:14.278149
3,test_2325,"Не работает правила сортировки, что делать?","При проблемах с «Правила сортировки» выполните базовую диагностику: перезапустите приложение/устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы.",0.933,0.917,0.075,0.167,0.000647,2026-05-12T18:20:15.299556
5,test_2190,"Windows зависает, что делать?","Подождите несколько минут. Если не помогает — нажмите Ctrl+Alt+Del, откройте «Диспетчер задач» и завершите зависшую программу. В крайнем случае — перезагрузите компьютер.",0.695,0.619,0.045,0.141,0.000612,2026-05-12T18:20:16.204970
5,test_2608,Как безопасно удалить файлы?,Обычное удаление не стирает данные полностью. Используйте специализированные утилиты для безопасного удаления. Или обратитесь в IT.,0.433,0.291,0.037,0.133,0.000428,2026-05-12T18:20:16.957958
5,test_2609,Как заказать новое оборудование?,"Чтобы заказать новое оборудование, подайте заявку в Service Desk с указанием необходимого оборудования и обоснованием. После согласования с руководителем IT выдаст оборудование.",0.478,0.347,0.037,0.134,0.000719,2026-05-12T18:20:17.777039
5,test_2610,Как создать общую папку для отдела?,Обратитесь в IT для создания общей папки на файловом сервере или в SharePoint. Укажите список пользователей и права доступа.,0.472,0.34,0.07,0.163,0.000697,2026-05-12T18:20:18.842281
5,test_2611,Не открывается PDF-файл.,Установите Adobe Reader или используйте браузер для открытия PDF. Если файл повреждён — запросите новую копию.,0.435,0.294,0.041,0.136,0.000421,2026-05-12T18:20:19.597551
5,test_2612,Не работает копирование/вставка.,"К сожалению, я не нашел ответа на этот вопрос в базе знаний.",0.247,0.059,0.03,0.127,0.000299,2026-05-12T18:20:20.840184
5,test_2613,Как очистить историю браузера?,"Для очистки истории браузера используйте следующие сочетания клавиш и действия:
- Chrome: Ctrl+H → Очистить историю.
- Firefox: Ctrl+Shift+Del.
- Edge: Ctrl+H → Очистить данные просмотра. Не забудьте выбрать период и типы данных, которые хотите удалить.",0.426,0.283,0.047,0.142,0.000729,2026-05-12T18:20:21.962761
5,test_2614,Не печатается PDF-файл.,Откройте PDF в Adobe Reader вместо браузера. Обновите драйвер принтера. Попробуйте печать как изображение в настройках принтера.,0.44,0.3,0.03,0.127,0.000183,2026-05-12T18:20:22.726041
5,test_2615,Экран стал черным после обновления.,"Подождите несколько минут — возможно, идёт завершение обновления. Если не помогло — перезагрузите компьютер. Обратитесь в IT при повторении проблемы.",0.426,0.283,0.03,0.127,0.000302,2026-05-12T18:20:23.542302
5,test_2616,CRM работает медленно.,"Проверьте интернет-соединение. Закройте лишние вкладки браузера и очистите кэш браузера. Если проблема не решится, обратитесь в Service Desk, особенно если замедление работы CRM постоянное.",0.355,0.194,0.028,0.125,0.000264,2026-05-12T18:20:24.548596
5,test_2617,Как экспортировать данные из CRM?,"Чтобы экспортировать данные из CRM:
1. Откройте нужный раздел (клиенты, сделки, задачи).
2. Примените фильтры, если нужно.
3. Нажмите «Экспорт», выберите формат (Excel, CSV), настройте поля для экспорта.
4. Сохраните файл. Большие объёмы данных могут экспортироваться долго.",0.31,0.137,0.077,0.169,0.000183,2026-05-12T18:20:25.866497
5,test_2618,Забыл пароль от CRM.,Используйте функцию «Забыли пароль?» на странице входа. Введите email и следуйте инструкциям в письме. Также вы можете обратиться в Service Desk для сброса пароля.,0.417,0.271,0.05,0.145,0.00031,2026-05-12T18:20:26.634254
5,test_2619,Как создать правило сортировки писем?,"В Outlook: Главная → Правила → Создать правило. Выберите условия (от кого, тема, ключевые слова) и действия (переместить в папку, пометить, переслать).",0.6,0.5,0.054,0.148,0.000267,2026-05-12T18:20:27.706984
5,test_2620,Как подключить корпоративную почту на телефон?,"Откройте приложение почты и добавьте новую учётную запись. Выберите Exchange или Office 365, введите email и пароль. Разрешите настройку устройства, если требуется, и настройте уведомления. Почта начнёт синхронизироваться автоматически.

Или: перейдите в «Настройки» → «Почта» → «Добавить учётную запись» → «Exchange», введите email и пароль — сервер настроится автоматически. Если нет — обратитесь в IT.",0.407,0.259,0.088,0.179,0.000159,2026-05-12T18:20:29.130440
5,test_2621,Потерял корпоративный телефон.,"Немедленно сообщите в Service Desk и службу безопасности, чтобы они могли заблокировать устройство удалённо. Также рекомендуется сменить пароли и проверить последние действия с устройства.",0.28,0.1,0.027,0.124,0.000271,2026-05-12T18:20:30.178545
5,test_2210,Как защитить телефон от взлома?,"Чтобы защитить телефон от взлома, выполните следующие действия: установите PIN-код или биометрическую защиту, не устанавливайте приложения из неизвестных источников, регулярно обновляйте операционную систему и используйте антивирус.",0.569,0.462,0.085,0.176,0.000282,2026-05-12T18:20:31.099385
5,test_2622,Телефон не синхронизирует контакты.,"Проверьте настройки синхронизации в учётной записи Exchange, убедитесь, что синхронизация контактов включена. Если это не помогло, попробуйте переподключить учётную запись.",0.302,0.127,0.031,0.128,0.000386,2026-05-12T18:20:31.846377
5,test_2623,Не видны другие компьютеры в сети.,"Проверьте, что все ПК находятся в одной рабочей группе. Включите обнаружение сети и общий доступ к файлам в Центре управления сетями.",0.449,0.311,0.032,0.129,0.000272,2026-05-12T18:20:32.641326
5,test_2220,Как сообщить о проблеме с безопасностью?,Используйте форму «Сообщить об инциденте безопасности» на портале Service Desk или позвоните на горячую линию IT-безопасности.,0.893,0.867,0.103,0.193,0.000253,2026-05-12T18:20:33.338829
5,test_2624,Медленный интернет.,"Проверьте скорость интернета через speedtest.net. Закройте программы, использующие трафик (торренты, обновления). Проверьте, не перегружена ли сеть в офисе.",0.467,0.333,0.007,0.107,0.000369,2026-05-12T18:20:34.286241
5,test_2625,Как настроить общий доступ к папке в сети?,"Правой кнопкой мыши нажмите на папку, выберите «Свойства», затем «Доступ», «Расширенная настройка» и «Открыть общий доступ». После этого настройте разрешения для пользователей.",0.331,0.164,0.114,0.202,0.000284,2026-05-12T18:20:35.246397
5,test_2241,"Не открывается сайт, ошибка 404.","Проверьте правильность URL. Очистите кэш браузера. Попробуйте открыть сайт в другом браузере. Если сайт недоступен у всех — возможно, он удалён или перемещён.",0.745,0.682,0.044,0.14,0.000672,2026-05-12T18:20:36.227387
5,test_2626,Какие часы работы IT-поддержки?,IT-поддержка работает с 9:00 до 18:00 в рабочие дни. В экстренных случаях доступна горячая линия 24/7. Номер указан на портале Service Desk.,0.458,0.323,0.015,0.114,0.000172,2026-05-12T18:20:37.254268
5,test_2627,Можно ли хранить рабочие файлы в личном облаке?,"Хранение рабочих файлов в личном облаке запрещено. Используйте для этого корпоративные ресурсы, такие как OneDrive или SharePoint.",0.296,0.12,0.055,0.149,0.000124,2026-05-12T18:20:37.969056
5,test_2300,Как решить проблему с замена картриджа?,По вопросу замены картриджа обратитесь в Service Desk или изучите инструкцию в разделе «Принтеры» корпоративной базы знаний. Для срочных вопросов звоните на горячую линию IT-поддержки.,0.9,0.875,0.1,0.19,0.000255,2026-05-12T18:20:38.792055
5,test_2302,Как решить проблему с настройка сканирования?,По вопросу настройки сканирования обратитесь в Service Desk или изучите инструкцию в разделе «Принтеры» корпоративной базы знаний. Для срочных вопросов звоните на горячую линию IT-поддержки.,0.9,0.875,0.087,0.179,0.000149,2026-05-12T18:20:39.614014
5,test_2628,Какие устройства разрешены для работы?,"Только устройства, одобренные IT-отделом и соответствующие требованиям безопасности, разрешены для работы. Список таких устройств доступен на корпоративном портале.",0.4,0.25,0.047,0.142,0.000294,2026-05-12T18:20:40.462236
5,test_2629,Печать идет медленно.,"Чтобы ускорить печать, уменьшите качество печати в свойствах принтера (выберите «черновик» вместо «высокого качества»). Также проверьте, не печатает ли кто-то другой большие документы, и обновите драйвер принтера.",0.448,0.31,0.01,0.109,0.000282,2026-05-12T18:20:41.530827
5,test_2304,Как решить проблему с сетевая печать?,"По вопросу «Сетевая печать» обратитесь в Service Desk или изучите инструкцию в разделе «Принтеры» корпоративной базы знаний. Для срочных вопросов звоните на горячую линию IT-поддержки.

Также можно выполнить базовую диагностику: перезапустите приложение/устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы.",0.591,0.488,0.119,0.207,0.000145,2026-05-12T18:20:42.884214
5,test_2630,Ошибка 'Driver unavailable' при печати.,"Скачайте актуальный драйвер с сайта производителя принтера. Удалите старый драйвер через Диспетчер устройств, затем установите новый.",0.414,0.268,0.029,0.126,0.000303,2026-05-12T18:20:43.617675
5,test_2631,Почему нужно менять пароль раз в 90 дней?,Это требование политики информационной безопасности для снижения риска взлома и несанкционированного доступа к системам.,0.415,0.269,0.079,0.171,0.0003,2026-05-12T18:20:44.237964
5,test_2632,"Получил подозрительное письмо, что делать?",Не открывайте вложения и ссылки из подозрительного письма. Не отвечайте на него. Перешлите письмо в IT-отдел с пометкой «Фишинг» и удалите его после проверки.,0.393,0.241,0.024,0.121,0.000168,2026-05-12T18:20:45.217121
5,test_2305,"Не работает сетевая печать, что делать?","При проблемах с сетевой печатью выполните базовую диагностику: перезапустите приложение или устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы.",0.846,0.808,0.117,0.205,0.000107,2026-05-12T18:20:46.040986
5,test_2596,Сколько места нужно для Windows?,Minimum 64 GB for Windows 10/11. Realistic: 128 GB SSD minimum for comfortable use. Recommended: 256 GB+ for OS + programs. Keep 15-20% free space for performance.,0.718,0.647,0.055,0.149,0.000284,2026-05-12T18:20:47.069874
5,test_2633,Как проверить компьютер на вирусы?,Запустите полную проверку через корпоративный антивирус. Если антивируса нет — обратитесь в IT для установки и проверки. Не используйте сторонние антивирусы.,0.631,0.538,0.066,0.159,0.000398,2026-05-12T18:20:47.832059
5,test_2634,Ошибка 'Missing DLL' при запуске.,Переустановите программу. Установите необходимые библиотеки Visual C++ Redistributable. Обновите DirectX. Проверьте систему антивирусом.,0.396,0.244,0.033,0.13,0.000792,2026-05-12T18:20:48.618877
5,test_2307,"Не работает двусторонняя печать, что делать?","При проблемах с двусторонней печатью выполните базовую диагностику: перезапустите приложение и устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы.",0.846,0.808,0.109,0.199,0.000282,2026-05-12T18:20:49.501814
5,test_2635,Программа работает очень медленно.,"Закройте лишние программы, чтобы освободить ресурсы. Проверьте загрузку CPU и RAM в Диспетчере задач. Перезапустите программу. Если проблема сохраняется — обратитесь в IT.",0.462,0.327,0.044,0.139,0.000173,2026-05-12T18:20:50.295437
5,test_2636,Программа не сохраняет файлы.,"Проверьте права доступа к папке сохранения. Запустите программу от имени администратора. Проверьте, есть ли свободное место на диске.",0.6,0.5,0.034,0.13,0.000317,2026-05-12T18:20:51.040193
5,test_2637,Компьютер медленно загружается.,"Чтобы ускорить загрузку компьютера, попробуйте отключить лишние программы в автозагрузке, проверьте диск на ошибки, а также подумайте об увеличении объёма RAM или замене HDD на SSD.",0.325,0.156,0.026,0.123,0.000264,2026-05-12T18:20:51.895398
5,test_2638,Не работает звук на компьютере.,"Проверьте, не отключён ли звук. Проверьте подключение колонок или наушников. Обновите аудиодрайвер. Также проверьте, правильно ли выбрано устройство воспроизведения по умолчанию.",0.396,0.245,0.07,0.163,0.000175,2026-05-12T18:20:52.718235
5,test_2309,"Не работает цветная печать, что делать?","При проблемах с цветной печатью выполните базовую диагностику: перезапустите приложение или устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы.",0.846,0.808,0.117,0.205,0.000129,2026-05-12T18:20:53.852896
5,test_2639,Потерялись файлы с рабочего стола.,Проверьте корзину. Проверьте OneDrive или другое облачное хранилище. Обратитесь в IT-отдел для восстановления из резервной копии.,0.37,0.213,0.036,0.133,0.000299,2026-05-12T18:20:54.620915
5,test_2310,Как решить проблему с настройка vpn?,По вопросу настройки VPN обратитесь в Service Desk или изучите инструкцию в разделе «Сеть» корпоративной базы знаний. Для срочных вопросов звоните на горячую линию IT-поддержки.,0.9,0.875,0.107,0.196,0.000163,2026-05-12T18:20:55.429064
5,test_2313,"Не работает подключение к wi-fi, что делать?","При проблемах с подключением к Wi-Fi выполните базовую диагностику: перезапустите приложение или устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы.",0.852,0.815,0.081,0.173,0.000328,2026-05-12T18:20:56.281815
5,test_2315,"Не работает общий доступ к файлам, что делать?","При проблемах с общим доступом к файлам выполните базовую диагностику: перезапустите приложение или устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы.",0.829,0.786,0.114,0.203,0.000689,2026-05-12T18:20:57.185805
5,test_2319,"Не работает dns настройки, что делать?","При проблемах с DNS-настройками выполните базовую диагностику: перезапустите приложение или устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы.",0.872,0.84,0.097,0.187,0.000206,2026-05-12T18:20:58.112953
5,test_2320,Как решить проблему с статический ip?,"По вопросу «Статический IP» обратитесь в Service Desk или изучите инструкцию в разделе «Сеть» корпоративной базы знаний. Для срочных вопросов звоните на горячую линию IT-поддержки.

Также при проблемах со статическим IP выполните базовую диагностику: перезапустите приложение/устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы.",0.557,0.447,0.125,0.213,0.000282,2026-05-12T18:20:59.461408
5,test_2323,"Не работает настройка outlook, что делать?","При проблемах с настройкой Outlook выполните базовую диагностику: перезапустите приложение или устройство, проверьте подключение к интернету. Если это не помогло, создайте заявку в Service Desk с подробным описанием проблемы.",0.714,0.643,0.084,0.176,0.000244,2026-05-12T18:21:00.305353
5,test_2325,"Не работает правила сортировки, что делать?","При проблемах с правилами сортировки выполните базовую диагностику: перезапустите приложение или устройство, проверьте подключение. Если не помогло — создайте заявку в Service Desk с подробным описанием проблемы.",0.846,0.808,0.077,0.169,0.000174,2026-05-12T18:21:01.352827
10,test_2190,"Windows зависает, что делать?","Подождите несколько минут. Если не помогает — нажмите Ctrl+Alt+Del, откройте «Диспетчер задач» и завершите зависшую программу. В крайнем случае — перезагрузите компьютер.",0.695,0.619,0.032,0.129,0.000295,2026-05-12T18:21:02.207548
10,test_2608,Как безопасно удалить файлы?,Обычное удаление не стирает данные полностью. Используйте специализированные утилиты для безопасного удаления файлов или обратитесь в IT-отдел.,0.404,0.255,0.038,0.135,0.000314,2026-05-12T18:21:02.923411
10,test_2609,Как заказать новое оборудование?,"Чтобы заказать новое оборудование, подайте заявку в Service Desk с указанием необходимого оборудования и обоснованием. После согласования с руководителем IT выдаст оборудование.",0.478,0.347,0.031,0.128,0.000438,2026-05-12T18:21:03.755828
