top_k,question_id,question,answer,faithfulness,answer_relevance,context_precision,context_recall,evaluation_time,timestamp
3,test_2320,Как решить проблему с статический ip?,Ответ на вопрос с top_k=3: Как решить проблему с статический ip?,0.233,0.042,0.6,0.64,2.1e-05,2026-05-12T18:14:49.404298
3,test_2323,"Не работает настройка outlook, что делать?","Ответ на вопрос с top_k=3: Не работает настройка outlook, что делать?",0.267,0.083,0.6,0.64,2.1e-05,2026-05-12T18:14:49.404348
3,test_2325,"Не работает правила сортировки, что делать?","Ответ на вопрос с top_k=3: Не работает правила сортировки, что делать?",0.267,0.083,0.6,0.64,2.1e-05,2026-05-12T18:14:49.404395
5,test_2190,"Windows зависает, что делать?","Ответ на вопрос с top_k=5: Windows зависает, что делать?",0.2,0.0,0.5,0.55,2.2e-05,2026-05-12T18:14:49.404462
5,test_2608,Как безопасно удалить файлы?,Ответ на вопрос с top_k=5: Как безопасно удалить файлы?,0.229,0.036,0.5,0.55,3.1e-05,2026-05-12T18:14:49.404514
5,test_2609,Как заказать новое оборудование?,Ответ на вопрос с top_k=5: Как заказать новое оборудование?,0.233,0.041,0.5,0.55,3e-05,2026-05-12T18:14:49.404575
5,test_2610,Как создать общую папку для отдела?,Ответ на вопрос с top_k=5: Как создать общую папку для отдела?,0.245,0.057,0.6,0.64,3.5e-05,2026-05-12T18:14:49.404635
5,test_2611,Не открывается PDF-файл.,Ответ на вопрос с top_k=5: Не открывается PDF-файл.,0.216,0.02,0.429,0.486,2.8e-05,2026-05-12T18:14:49.404701
5,test_2612,Не работает копирование/вставка.,Ответ на вопрос с top_k=5: Не работает копирование/вставка.,0.231,0.039,0.429,0.486,2.9e-05,2026-05-12T18:14:49.404762
5,test_2613,Как очистить историю браузера?,Ответ на вопрос с top_k=5: Как очистить историю браузера?,0.245,0.057,0.5,0.55,3e-05,2026-05-12T18:14:49.404820
5,test_2614,Не печатается PDF-файл.,Ответ на вопрос с top_k=5: Не печатается PDF-файл.,0.232,0.04,0.429,0.486,2.8e-05,2026-05-12T18:14:49.404882
5,test_2615,Экран стал черным после обновления.,Ответ на вопрос с top_k=5: Экран стал черным после обновления.,0.23,0.038,0.556,0.6,3.3e-05,2026-05-12T18:14:49.404946
5,test_2616,CRM работает медленно.,Ответ на вопрос с top_k=5: CRM работает медленно.,0.226,0.032,0.429,0.486,3e-05,2026-05-12T18:14:49.405012
5,test_2617,Как экспортировать данные из CRM?,Ответ на вопрос с top_k=5: Как экспортировать данные из CRM?,0.247,0.059,0.556,0.6,3.1e-05,2026-05-12T18:14:49.405072
5,test_2618,Забыл пароль от CRM.,Ответ на вопрос с top_k=5: Забыл пароль от CRM.,0.25,0.062,0.5,0.55,2.8e-05,2026-05-12T18:14:49.405130
5,test_2619,Как создать правило сортировки писем?,Ответ на вопрос с top_k=5: Как создать правило сортировки писем?,0.22,0.025,0.556,0.6,3e-05,2026-05-12T18:14:49.405190
5,test_2620,Как подключить корпоративную почту на телефон?,Ответ на вопрос с top_k=5: Как подключить корпоративную почту на телефон?,0.241,0.052,0.6,0.64,3.8e-05,2026-05-12T18:14:49.405246
5,test_2621,Потерял корпоративный телефон.,Ответ на вопрос с top_k=5: Потерял корпоративный телефон.,0.216,0.02,0.429,0.486,3.2e-05,2026-05-12T18:14:49.405313
5,test_2210,Как защитить телефон от взлома?,Ответ на вопрос с top_k=5: Как защитить телефон от взлома?,0.2,0.0,0.556,0.6,2.3e-05,2026-05-12T18:14:49.405373
5,test_2622,Телефон не синхронизирует контакты.,Ответ на вопрос с top_k=5: Телефон не синхронизирует контакты.,0.229,0.036,0.5,0.55,3.2e-05,2026-05-12T18:14:49.405425
5,test_2623,Не видны другие компьютеры в сети.,Ответ на вопрос с top_k=5: Не видны другие компьютеры в сети.,0.226,0.033,0.6,0.64,3.3e-05,2026-05-12T18:14:49.405483
5,test_2220,Как сообщить о проблеме с безопасностью?,Ответ на вопрос с top_k=5: Как сообщить о проблеме с безопасностью?,0.253,0.067,0.6,0.64,2.3e-05,2026-05-12T18:14:49.405545
5,test_2624,Медленный интернет.,Ответ на вопрос с top_k=5: Медленный интернет.,0.2,0.0,0.333,0.4,2.9e-05,2026-05-12T18:14:49.405598
5,test_2625,Как настроить общий доступ к папке в сети?,Ответ на вопрос с top_k=5: Как настроить общий доступ к папке в сети?,0.273,0.091,0.667,0.7,3.5e-05,2026-05-12T18:14:49.405656
5,test_2241,"Не открывается сайт, ошибка 404.","Ответ на вопрос с top_k=5: Не открывается сайт, ошибка 404.",0.2,0.0,0.556,0.6,2.7e-05,2026-05-12T18:14:49.405720
5,test_2626,Какие часы работы IT-поддержки?,Ответ на вопрос с top_k=5: Какие часы работы IT-поддержки?,0.225,0.031,0.5,0.55,3.2e-05,2026-05-12T18:14:49.405773
5,test_2627,Можно ли хранить рабочие файлы в личном облаке?,Ответ на вопрос с top_k=5: Можно ли хранить рабочие файлы в личном облаке?,0.216,0.02,0.667,0.7,3.4e-05,2026-05-12T18:14:49.405837
5,test_2300,Как решить проблему с замена картриджа?,Ответ на вопрос с top_k=5: Как решить проблему с замена картриджа?,0.233,0.042,0.6,0.64,3.6e-05,2026-05-12T18:14:49.405903
5,test_2302,Как решить проблему с настройка сканирования?,Ответ на вопрос с top_k=5: Как решить проблему с настройка сканирования?,0.233,0.042,0.6,0.64,2.5e-05,2026-05-12T18:14:49.405970
5,test_2628,Какие устройства разрешены для работы?,Ответ на вопрос с top_k=5: Какие устройства разрешены для работы?,0.233,0.042,0.556,0.6,3.1e-05,2026-05-12T18:14:49.406020
5,test_2629,Печать идет медленно.,Ответ на вопрос с top_k=5: Печать идет медленно.,0.2,0.0,0.429,0.486,3e-05,2026-05-12T18:14:49.406078
5,test_2304,Как решить проблему с сетевая печать?,Ответ на вопрос с top_k=5: Как решить проблему с сетевая печать?,0.233,0.042,0.6,0.64,2.5e-05,2026-05-12T18:14:49.406137
5,test_2630,Ошибка 'Driver unavailable' при печати.,Ответ на вопрос с top_k=5: Ошибка 'Driver unavailable' при печати.,0.243,0.054,0.556,0.6,3.2e-05,2026-05-12T18:14:49.406191
5,test_2631,Почему нужно менять пароль раз в 90 дней?,Ответ на вопрос с top_k=5: Почему нужно менять пароль раз в 90 дней?,0.215,0.019,0.667,0.7,3.7e-05,2026-05-12T18:14:49.406255
5,test_2632,"Получил подозрительное письмо, что делать?","Ответ на вопрос с top_k=5: Получил подозрительное письмо, что делать?",0.23,0.037,0.556,0.6,3.2e-05,2026-05-12T18:14:49.406322
5,test_2305,"Не работает сетевая печать, что делать?","Ответ на вопрос с top_k=5: Не работает сетевая печать, что делать?",0.267,0.083,0.6,0.64,2.5e-05,2026-05-12T18:14:49.406383
5,test_2596,Сколько места нужно для Windows?,Ответ на вопрос с top_k=5: Сколько места нужно для Windows?,0.2,0.0,0.556,0.6,2.4e-05,2026-05-12T18:14:49.406434
5,test_2633,Как проверить компьютер на вирусы?,Ответ на вопрос с top_k=5: Как проверить компьютер на вирусы?,0.221,0.026,0.556,0.6,2.8e-05,2026-05-12T18:14:49.406487
5,test_2634,Ошибка 'Missing DLL' при запуске.,Ответ на вопрос с top_k=5: Ошибка 'Missing DLL' при запуске.,0.218,0.022,0.556,0.6,3.1e-05,2026-05-12T18:14:49.406545
5,test_2307,"Не работает двусторонняя печать, что делать?","Ответ на вопрос с top_k=5: Не работает двусторонняя печать, что делать?",0.267,0.083,0.6,0.64,2.6e-05,2026-05-12T18:14:49.406601
5,test_2635,Программа работает очень медленно.,Ответ на вопрос с top_k=5: Программа работает очень медленно.,0.229,0.036,0.5,0.55,3.5e-05,2026-05-12T18:14:49.406659
5,test_2636,Программа не сохраняет файлы.,Ответ на вопрос с top_k=5: Программа не сохраняет файлы.,0.222,0.028,0.5,0.55,2.6e-05,2026-05-12T18:14:49.406724
5,test_2637,Компьютер медленно загружается.,Ответ на вопрос с top_k=5: Компьютер медленно загружается.,0.225,0.031,0.429,0.486,3.2e-05,2026-05-12T18:14:49.406779
5,test_2638,Не работает звук на компьютере.,Ответ на вопрос с top_k=5: Не работает звук на компьютере.,0.215,0.019,0.556,0.6,3.6e-05,2026-05-12T18:14:49.406840
5,test_2309,"Не работает цветная печать, что делать?","Ответ на вопрос с top_k=5: Не работает цветная печать, что делать?",0.267,0.083,0.6,0.64,3.4e-05,2026-05-12T18:14:49.406908
5,test_2639,Потерялись файлы с рабочего стола.,Ответ на вопрос с top_k=5: Потерялись файлы с рабочего стола.,0.2,0.0,0.556,0.6,3e-05,2026-05-12T18:14:49.406973
5,test_2310,Как решить проблему с настройка vpn?,Ответ на вопрос с top_k=5: Как решить проблему с настройка vpn?,0.233,0.042,0.6,0.64,2.5e-05,2026-05-12T18:14:49.407032
5,test_2313,"Не работает подключение к wi-fi, что делать?","Ответ на вопрос с top_k=5: Не работает подключение к wi-fi, что делать?",0.296,0.12,0.636,0.673,2.7e-05,2026-05-12T18:14:49.407088
5,test_2315,"Не работает общий доступ к файлам, что делать?","Ответ на вопрос с top_k=5: Не работает общий доступ к файлам, что делать?",0.323,0.154,0.667,0.7,2.7e-05,2026-05-12T18:14:49.407145
5,test_2319,"Не работает dns настройки, что делать?","Ответ на вопрос с top_k=5: Не работает dns настройки, что делать?",0.267,0.083,0.6,0.64,2.5e-05,2026-05-12T18:14:49.407205
5,test_2320,Как решить проблему с статический ip?,Ответ на вопрос с top_k=5: Как решить проблему с статический ip?,0.233,0.042,0.6,0.64,2.8e-05,2026-05-12T18:14:49.407256
5,test_2323,"Не работает настройка outlook, что делать?","Ответ на вопрос с top_k=5: Не работает настройка outlook, что делать?",0.267,0.083,0.6,0.64,2.7e-05,2026-05-12T18:14:49.407313
5,test_2325,"Не работает правила сортировки, что делать?","Ответ на вопрос с top_k=5: Не работает правила сортировки, что делать?",0.267,0.083,0.6,0.64,2.5e-05,2026-05-12T18:14:49.407369
10,test_2190,"Windows зависает, что делать?","Ответ на вопрос с top_k=10: Windows зависает, что делать?",0.2,0.0,0.5,0.55,3e-05,2026-05-12T18:14:49.407435
10,test_2608,Как безопасно удалить файлы?,Ответ на вопрос с top_k=10: Как безопасно удалить файлы?,0.229,0.036,0.5,0.55,4.6e-05,2026-05-12T18:14:49.407570
10,test_2609,Как заказать новое оборудование?,Ответ на вопрос с top_k=10: Как заказать новое оборудование?,0.233,0.041,0.5,0.55,3.9e-05,2026-05-12T18:14:49.407649
10,test_2610,Как создать общую папку для отдела?,Ответ на вопрос с top_k=10: Как создать общую папку для отдела?,0.245,0.057,0.6,0.64,4.4e-05,2026-05-12T18:14:49.407720
10,test_2611,Не открывается PDF-файл.,Ответ на вопрос с top_k=10: Не открывается PDF-файл.,0.216,0.02,0.429,0.486,4.3e-05,2026-05-12T18:14:49.407794
10,test_2612,Не работает копирование/вставка.,Ответ на вопрос с top_k=10: Не работает копирование/вставка.,0.231,0.039,0.429,0.486,3.7e-05,2026-05-12T18:14:49.407864
10,test_2613,Как очистить историю браузера?,Ответ на вопрос с top_k=10: Как очистить историю браузера?,0.245,0.057,0.5,0.55,4.2e-05,2026-05-12T18:14:49.407938
10,test_2614,Не печатается PDF-файл.,Ответ на вопрос с top_k=10: Не печатается PDF-файл.,0.232,0.04,0.429,0.486,3.6e-05,2026-05-12T18:14:49.408012
10,test_2615,Экран стал черным после обновления.,Ответ на вопрос с top_k=10: Экран стал черным после обновления.,0.23,0.038,0.556,0.6,4.6e-05,2026-05-12T18:14:49.408079
10,test_2616,CRM работает медленно.,Ответ на вопрос с top_k=10: CRM работает медленно.,0.226,0.032,0.429,0.486,3.8e-05,2026-05-12T18:14:49.408159
10,test_2617,Как экспортировать данные из CRM?,Ответ на вопрос с top_k=10: Как экспортировать данные из CRM?,0.247,0.059,0.556,0.6,4.3e-05,2026-05-12T18:14:49.408228
10,test_2618,Забыл пароль от CRM.,Ответ на вопрос с top_k=10: Забыл пароль от CRM.,0.25,0.062,0.5,0.55,3.7e-05,2026-05-12T18:14:49.408296
10,test_2619,Как создать правило сортировки писем?,Ответ на вопрос с top_k=10: Как создать правило сортировки писем?,0.22,0.025,0.556,0.6,3.9e-05,2026-05-12T18:14:49.408361
10,test_2620,Как подключить корпоративную почту на телефон?,Ответ на вопрос с top_k=10: Как подключить корпоративную почту на телефон?,0.241,0.052,0.6,0.64,4.5e-05,2026-05-12T18:14:49.408430
10,test_2621,Потерял корпоративный телефон.,Ответ на вопрос с top_k=10: Потерял корпоративный телефон.,0.216,0.02,0.429,0.486,3.9e-05,2026-05-12T18:14:49.408503
10,test_2210,Как защитить телефон от взлома?,Ответ на вопрос с top_k=10: Как защитить телефон от взлома?,0.2,0.0,0.556,0.6,3.3e-05,2026-05-12T18:14:49.408567
10,test_2622,Телефон не синхронизирует контакты.,Ответ на вопрос с top_k=10: Телефон не синхронизирует контакты.,0.229,0.036,0.5,0.55,4.2e-05,2026-05-12T18:14:49.408630
10,test_2623,Не видны другие компьютеры в сети.,Ответ на вопрос с top_k=10: Не видны другие компьютеры в сети.,0.226,0.033,0.6,0.64,4.3e-05,2026-05-12T18:14:49.408703
10,test_2220,Как сообщить о проблеме с безопасностью?,Ответ на вопрос с top_k=10: Как сообщить о проблеме с безопасностью?,0.253,0.067,0.6,0.64,3.4e-05,2026-05-12T18:14:49.408777
10,test_2624,Медленный интернет.,Ответ на вопрос с top_k=10: Медленный интернет.,0.2,0.0,0.333,0.4,3.7e-05,2026-05-12T18:14:49.408837
10,test_2625,Как настроить общий доступ к папке в сети?,Ответ на вопрос с top_k=10: Как настроить общий доступ к папке в сети?,0.273,0.091,0.667,0.7,5.7e-05,2026-05-12T18:14:49.408907
10,test_2241,"Не открывается сайт, ошибка 404.","Ответ на вопрос с top_k=10: Не открывается сайт, ошибка 404.",0.2,0.0,0.556,0.6,3.4e-05,2026-05-12T18:14:49.408995
10,test_2626,Какие часы работы IT-поддержки?,Ответ на вопрос с top_k=10: Какие часы работы IT-поддержки?,0.225,0.031,0.5,0.55,4e-05,2026-05-12T18:14:49.409059
10,test_2627,Можно ли хранить рабочие файлы в личном облаке?,Ответ на вопрос с top_k=10: Можно ли хранить рабочие файлы в личном облаке?,0.216,0.02,0.667,0.7,4.6e-05,2026-05-12T18:14:49.409126
10,test_2300,Как решить проблему с замена картриджа?,Ответ на вопрос с top_k=10: Как решить проблему с замена картриджа?,0.233,0.042,0.6,0.64,3.7e-05,2026-05-12T18:14:49.409202
10,test_2302,Как решить проблему с настройка сканирования?,Ответ на вопрос с top_k=10: Как решить проблему с настройка сканирования?,0.233,0.042,0.6,0.64,3.9e-05,2026-05-12T18:14:49.409265
10,test_2628,Какие устройства разрешены для работы?,Ответ на вопрос с top_k=10: Какие устройства разрешены для работы?,0.233,0.042,0.556,0.6,4.2e-05,2026-05-12T18:14:49.409338
10,test_2629,Печать идет медленно.,Ответ на вопрос с top_k=10: Печать идет медленно.,0.2,0.0,0.429,0.486,4.1e-05,2026-05-12T18:14:49.409411
10,test_2304,Как решить проблему с сетевая печать?,Ответ на вопрос с top_k=10: Как решить проблему с сетевая печать?,0.233,0.042,0.6,0.64,3.6e-05,2026-05-12T18:14:49.409482
10,test_2630,Ошибка 'Driver unavailable' при печати.,Ответ на вопрос с top_k=10: Ошибка 'Driver unavailable' при печати.,0.243,0.054,0.556,0.6,4.5e-05,2026-05-12T18:14:49.409549
10,test_2631,Почему нужно менять пароль раз в 90 дней?,Ответ на вопрос с top_k=10: Почему нужно менять пароль раз в 90 дней?,0.215,0.019,0.667,0.7,4.7e-05,2026-05-12T18:14:49.409623
10,test_2632,"Получил подозрительное письмо, что делать?","Ответ на вопрос с top_k=10: Получил подозрительное письмо, что делать?",0.23,0.037,0.556,0.6,4.2e-05,2026-05-12T18:14:49.409699
10,test_2305,"Не работает сетевая печать, что делать?","Ответ на вопрос с top_k=10: Не работает сетевая печать, что делать?",0.267,0.083,0.6,0.64,3.8e-05,2026-05-12T18:14:49.409772
10,test_2596,Сколько места нужно для Windows?,Ответ на вопрос с top_k=10: Сколько места нужно для Windows?,0.2,0.0,0.556,0.6,3.5e-05,2026-05-12T18:14:49.409841
10,test_2633,Как проверить компьютер на вирусы?,Ответ на вопрос с top_k=10: Как проверить компьютер на вирусы?,0.221,0.026,0.556,0.6,5.1e-05,2026-05-12T18:14:49.409907
10,test_2634,Ошибка 'Missing DLL' при запуске.,Ответ на вопрос с top_k=10: Ошибка 'Missing DLL' при запуске.,0.218,0.022,0.556,0.6,4.1e-05,2026-05-12T18:14:49.409989
10,test_2307,"Не работает двусторонняя печать, что делать?","Ответ на вопрос с top_k=10: Не работает двусторонняя печать, что делать?",0.267,0.083,0.6,0.64,4e-05,2026-05-12T18:14:49.410061
10,test_2635,Программа работает очень медленно.,Ответ на вопрос с top_k=10: Программа работает очень медленно.,0.229,0.036,0.5,0.55,4.7e-05,2026-05-12T18:14:49.410135
10,test_2636,Программа не сохраняет файлы.,Ответ на вопрос с top_k=10: Программа не сохраняет файлы.,0.222,0.028,0.5,0.55,3.8e-05,2026-05-12T18:14:49.410214
10,test_2637,Компьютер медленно загружается.,Ответ на вопрос с top_k=10: Компьютер медленно загружается.,0.225,0.031,0.429,0.486,4e-05,2026-05-12T18:14:49.410285
10,test_2638,Не работает звук на компьютере.,Ответ на вопрос с top_k=10: Не работает звук на компьютере.,0.215,0.019,0.556,0.6,4.2e-05,2026-05-12T18:14:49.410356
10,test_2309,"Не работает цветная печать, что делать?","Ответ на вопрос с top_k=10: Не работает цветная печать, что делать?",0.267,0.083,0.6,0.64,3.5e-05,2026-05-12T18:14:49.410428
10,test_2639,Потерялись файлы с рабочего стола.,Ответ на вопрос с top_k=10: Потерялись файлы с рабочего стола.,0.2,0.0,0.556,0.6,4e-05,2026-05-12T18:14:49.410499
10,test_2310,Как решить проблему с настройка vpn?,Ответ на вопрос с top_k=10: Как решить проблему с настройка vpn?,0.233,0.042,0.6,0.64,3.6e-05,2026-05-12T18:14:49.410572
10,test_2313,"Не работает подключение к wi-fi, что делать?","Ответ на вопрос с top_k=10: Не работает подключение к wi-fi, что делать?",0.296,0.12,0.636,0.673,3.7e-05,2026-05-12T18:14:49.410634
10,test_2315,"Не работает общий доступ к файлам, что делать?","Ответ на вопрос с top_k=10: Не работает общий доступ к файлам, что делать?",0.323,0.154,0.667,0.7,4e-05,2026-05-12T18:14:49.410706
10,test_2319,"Не работает dns настройки, что делать?","Ответ на вопрос с top_k=10: Не работает dns настройки, что делать?",0.267,0.083,0.6,0.64,3.6e-05,2026-05-12T18:14:49.410775
10,test_2320,Как решить проблему с статический ip?,Ответ на вопрос с top_k=10: Как решить проблему с статический ip?,0.233,0.042,0.6,0.64,3.6e-05,2026-05-12T18:14:49.410844
10,test_2323,"Не работает настройка outlook, что делать?","Ответ на вопрос с top_k=10: Не работает настройка outlook, что делать?",0.267,0.083,0.6,0.64,4.2e-05,2026-05-12T18:14:49.410911
10,test_2325,"Не работает правила сортировки, что делать?","Ответ на вопрос с top_k=10: Не работает правила сортировки, что делать?",0.267,0.083,0.6,0.64,3.6e-05,2026-05-12T18:14:49.410986
